,error,max_depths,min_leafs,min_splits,std
254,0.7823033707865169,1,13,15,0.019295728958924806
255,0.7823033707865169,1,13,16,0.019295728958924806
256,0.7823033707865169,1,13,17,0.019295728958924806
257,0.7823033707865169,1,13,18,0.019295728958924806
258,0.7823033707865169,1,13,19,0.019295728958924806
259,0.7823033707865169,1,13,20,0.019295728958924806
260,0.7823033707865169,1,14,1,0.019295728958924806
261,0.7823033707865169,1,14,2,0.019295728958924806
262,0.7823033707865169,1,14,3,0.019295728958924806
263,0.7823033707865169,1,14,4,0.019295728958924806
264,0.7823033707865169,1,14,5,0.019295728958924806
265,0.7823033707865169,1,14,6,0.019295728958924806
266,0.7823033707865169,1,14,7,0.019295728958924806
267,0.7823033707865169,1,14,8,0.019295728958924806
268,0.7823033707865169,1,14,9,0.019295728958924806
269,0.7823033707865169,1,14,10,0.019295728958924806
270,0.7823033707865169,1,14,11,0.019295728958924806
271,0.7823033707865169,1,14,12,0.019295728958924806
272,0.7823033707865169,1,14,13,0.019295728958924806
273,0.7823033707865169,1,14,14,0.019295728958924806
274,0.7823033707865169,1,14,15,0.019295728958924806
275,0.7823033707865169,1,14,16,0.019295728958924806
276,0.7823033707865169,1,14,17,0.019295728958924806
277,0.7823033707865169,1,14,18,0.019295728958924806
278,0.7823033707865169,1,14,19,0.019295728958924806
279,0.7823033707865169,1,14,20,0.019295728958924806
280,0.7823033707865169,1,15,1,0.019295728958924806
281,0.7823033707865169,1,15,2,0.019295728958924806
282,0.7823033707865169,1,15,3,0.019295728958924806
283,0.7823033707865169,1,15,4,0.019295728958924806
284,0.7823033707865169,1,15,5,0.019295728958924806
285,0.7823033707865169,1,15,6,0.019295728958924806
286,0.7823033707865169,1,15,7,0.019295728958924806
287,0.7823033707865169,1,15,8,0.019295728958924806
288,0.7823033707865169,1,15,9,0.019295728958924806
289,0.7823033707865169,1,15,10,0.019295728958924806
290,0.7823033707865169,1,15,11,0.019295728958924806
291,0.7823033707865169,1,15,12,0.019295728958924806
292,0.7823033707865169,1,15,13,0.019295728958924806
293,0.7823033707865169,1,15,14,0.019295728958924806
294,0.7823033707865169,1,15,15,0.019295728958924806
295,0.7823033707865169,1,15,16,0.019295728958924806
296,0.7823033707865169,1,15,17,0.019295728958924806
297,0.7823033707865169,1,15,18,0.019295728958924806
298,0.7823033707865169,1,15,19,0.019295728958924806
299,0.7823033707865169,1,15,20,0.019295728958924806
300,0.7823033707865169,1,16,1,0.019295728958924806
301,0.7823033707865169,1,16,2,0.019295728958924806
302,0.7823033707865169,1,16,3,0.019295728958924806
303,0.7823033707865169,1,16,4,0.019295728958924806
304,0.7823033707865169,1,16,5,0.019295728958924806
305,0.7823033707865169,1,16,6,0.019295728958924806
306,0.7823033707865169,1,16,7,0.019295728958924806
307,0.7823033707865169,1,16,8,0.019295728958924806
308,0.7823033707865169,1,16,9,0.019295728958924806
309,0.7823033707865169,1,16,10,0.019295728958924806
310,0.7823033707865169,1,16,11,0.019295728958924806
311,0.7823033707865169,1,16,12,0.019295728958924806
312,0.7823033707865169,1,16,13,0.019295728958924806
313,0.7823033707865169,1,16,14,0.019295728958924806
314,0.7823033707865169,1,16,15,0.019295728958924806
315,0.7823033707865169,1,16,16,0.019295728958924806
316,0.7823033707865169,1,16,17,0.019295728958924806
317,0.7823033707865169,1,16,18,0.019295728958924806
318,0.7823033707865169,1,16,19,0.019295728958924806
319,0.7823033707865169,1,16,20,0.019295728958924806
320,0.7823033707865169,1,17,1,0.019295728958924806
321,0.7823033707865169,1,17,2,0.019295728958924806
322,0.7823033707865169,1,17,3,0.019295728958924806
323,0.7823033707865169,1,17,4,0.019295728958924806
324,0.7823033707865169,1,17,5,0.019295728958924806
325,0.7823033707865169,1,17,6,0.019295728958924806
326,0.7823033707865169,1,17,7,0.019295728958924806
327,0.7823033707865169,1,17,8,0.019295728958924806
328,0.7823033707865169,1,17,9,0.019295728958924806
329,0.7823033707865169,1,17,10,0.019295728958924806
330,0.7823033707865169,1,17,11,0.019295728958924806
331,0.7823033707865169,1,17,12,0.019295728958924806
332,0.7823033707865169,1,17,13,0.019295728958924806
333,0.7823033707865169,1,17,14,0.019295728958924806
334,0.7823033707865169,1,17,15,0.019295728958924806
335,0.7823033707865169,1,17,16,0.019295728958924806
336,0.7823033707865169,1,17,17,0.019295728958924806
337,0.7823033707865169,1,17,18,0.019295728958924806
338,0.7823033707865169,1,17,19,0.019295728958924806
339,0.7823033707865169,1,17,20,0.019295728958924806
340,0.7823033707865169,1,18,1,0.019295728958924806
341,0.7823033707865169,1,18,2,0.019295728958924806
342,0.7823033707865169,1,18,3,0.019295728958924806
343,0.7823033707865169,1,18,4,0.019295728958924806
344,0.7823033707865169,1,18,5,0.019295728958924806
345,0.7823033707865169,1,18,6,0.019295728958924806
346,0.7823033707865169,1,18,7,0.019295728958924806
347,0.7823033707865169,1,18,8,0.019295728958924806
348,0.7823033707865169,1,18,9,0.019295728958924806
349,0.7823033707865169,1,18,10,0.019295728958924806
350,0.7823033707865169,1,18,11,0.019295728958924806
351,0.7823033707865169,1,18,12,0.019295728958924806
352,0.7823033707865169,1,18,13,0.019295728958924806
353,0.7823033707865169,1,18,14,0.019295728958924806
354,0.7823033707865169,1,18,15,0.019295728958924806
355,0.7823033707865169,1,18,16,0.019295728958924806
356,0.7823033707865169,1,18,17,0.019295728958924806
357,0.7823033707865169,1,18,18,0.019295728958924806
358,0.7823033707865169,1,18,19,0.019295728958924806
359,0.7823033707865169,1,18,20,0.019295728958924806
360,0.7823033707865169,1,19,1,0.019295728958924806
361,0.7823033707865169,1,19,2,0.019295728958924806
362,0.7823033707865169,1,19,3,0.019295728958924806
363,0.7823033707865169,1,19,4,0.019295728958924806
364,0.7823033707865169,1,19,5,0.019295728958924806
365,0.7823033707865169,1,19,6,0.019295728958924806
366,0.7823033707865169,1,19,7,0.019295728958924806
367,0.7823033707865169,1,19,8,0.019295728958924806
368,0.7823033707865169,1,19,9,0.019295728958924806
369,0.7823033707865169,1,19,10,0.019295728958924806
370,0.7823033707865169,1,19,11,0.019295728958924806
371,0.7823033707865169,1,19,12,0.019295728958924806
372,0.7823033707865169,1,19,13,0.019295728958924806
373,0.7823033707865169,1,19,14,0.019295728958924806
374,0.7823033707865169,1,19,15,0.019295728958924806
375,0.7823033707865169,1,19,16,0.019295728958924806
376,0.7823033707865169,1,19,17,0.019295728958924806
377,0.7823033707865169,1,19,18,0.019295728958924806
378,0.7823033707865169,1,19,19,0.019295728958924806
379,0.7823033707865169,1,19,20,0.019295728958924806
380,0.7823033707865169,1,20,1,0.019295728958924806
381,0.7823033707865169,1,20,2,0.019295728958924806
382,0.7823033707865169,1,20,3,0.019295728958924806
383,0.7823033707865169,1,20,4,0.019295728958924806
384,0.7823033707865169,1,20,5,0.019295728958924806
385,0.7823033707865169,1,20,6,0.019295728958924806
386,0.7823033707865169,1,20,7,0.019295728958924806
387,0.7823033707865169,1,20,8,0.019295728958924806
388,0.7823033707865169,1,20,9,0.019295728958924806
389,0.7823033707865169,1,20,10,0.019295728958924806
390,0.7823033707865169,1,20,11,0.019295728958924806
391,0.7823033707865169,1,20,12,0.019295728958924806
392,0.7823033707865169,1,20,13,0.019295728958924806
393,0.7823033707865169,1,20,14,0.019295728958924806
394,0.7823033707865169,1,20,15,0.019295728958924806
395,0.7823033707865169,1,20,16,0.019295728958924806
396,0.7823033707865169,1,20,17,0.019295728958924806
397,0.7823033707865169,1,20,18,0.019295728958924806
398,0.7823033707865169,1,20,19,0.019295728958924806
399,0.7823033707865169,1,20,20,0.019295728958924806
400,0.7823033707865169,1,21,1,0.019295728958924806
401,0.7823033707865169,1,21,2,0.019295728958924806
402,0.7823033707865169,1,21,3,0.019295728958924806
403,0.7823033707865169,1,21,4,0.019295728958924806
404,0.7823033707865169,1,21,5,0.019295728958924806
405,0.7823033707865169,1,21,6,0.019295728958924806
406,0.7823033707865169,1,21,7,0.019295728958924806
407,0.7823033707865169,1,21,8,0.019295728958924806
408,0.7823033707865169,1,21,9,0.019295728958924806
409,0.7823033707865169,1,21,10,0.019295728958924806
410,0.7823033707865169,1,21,11,0.019295728958924806
411,0.7823033707865169,1,21,12,0.019295728958924806
412,0.7823033707865169,1,21,13,0.019295728958924806
413,0.7823033707865169,1,21,14,0.019295728958924806
414,0.7823033707865169,1,21,15,0.019295728958924806
415,0.7823033707865169,1,21,16,0.019295728958924806
416,0.7823033707865169,1,21,17,0.019295728958924806
417,0.7823033707865169,1,21,18,0.019295728958924806
418,0.7823033707865169,1,21,19,0.019295728958924806
419,0.7823033707865169,1,21,20,0.019295728958924806
420,0.7823033707865169,1,22,1,0.019295728958924806
421,0.7823033707865169,1,22,2,0.019295728958924806
422,0.7823033707865169,1,22,3,0.019295728958924806
423,0.7823033707865169,1,22,4,0.019295728958924806
424,0.7823033707865169,1,22,5,0.019295728958924806
425,0.7823033707865169,1,22,6,0.019295728958924806
426,0.7823033707865169,1,22,7,0.019295728958924806
427,0.7823033707865169,1,22,8,0.019295728958924806
428,0.7823033707865169,1,22,9,0.019295728958924806
429,0.7823033707865169,1,22,10,0.019295728958924806
430,0.7823033707865169,1,22,11,0.019295728958924806
431,0.7823033707865169,1,22,12,0.019295728958924806
432,0.7823033707865169,1,22,13,0.019295728958924806
433,0.7823033707865169,1,22,14,0.019295728958924806
434,0.7823033707865169,1,22,15,0.019295728958924806
435,0.7823033707865169,1,22,16,0.019295728958924806
436,0.7823033707865169,1,22,17,0.019295728958924806
437,0.7823033707865169,1,22,18,0.019295728958924806
438,0.7823033707865169,1,22,19,0.019295728958924806
439,0.7823033707865169,1,22,20,0.019295728958924806
440,0.7823033707865169,1,23,1,0.019295728958924806
441,0.7823033707865169,1,23,2,0.019295728958924806
442,0.7823033707865169,1,23,3,0.019295728958924806
443,0.7823033707865169,1,23,4,0.019295728958924806
444,0.7823033707865169,1,23,5,0.019295728958924806
445,0.7823033707865169,1,23,6,0.019295728958924806
446,0.7823033707865169,1,23,7,0.019295728958924806
447,0.7823033707865169,1,23,8,0.019295728958924806
448,0.7823033707865169,1,23,9,0.019295728958924806
449,0.7823033707865169,1,23,10,0.019295728958924806
450,0.7823033707865169,1,23,11,0.019295728958924806
451,0.7823033707865169,1,23,12,0.019295728958924806
452,0.7823033707865169,1,23,13,0.019295728958924806
453,0.7823033707865169,1,23,14,0.019295728958924806
454,0.7823033707865169,1,23,15,0.019295728958924806
455,0.7823033707865169,1,23,16,0.019295728958924806
456,0.7823033707865169,1,23,17,0.019295728958924806
457,0.7823033707865169,1,23,18,0.019295728958924806
458,0.7823033707865169,1,23,19,0.019295728958924806
459,0.7823033707865169,1,23,20,0.019295728958924806
460,0.7823033707865169,1,24,1,0.019295728958924806
461,0.7823033707865169,1,24,2,0.019295728958924806
462,0.7823033707865169,1,24,3,0.019295728958924806
463,0.7823033707865169,1,24,4,0.019295728958924806
464,0.7823033707865169,1,24,5,0.019295728958924806
465,0.7823033707865169,1,24,6,0.019295728958924806
466,0.7823033707865169,1,24,7,0.019295728958924806
467,0.7823033707865169,1,24,8,0.019295728958924806
468,0.7823033707865169,1,24,9,0.019295728958924806
469,0.7823033707865169,1,24,10,0.019295728958924806
470,0.7823033707865169,1,24,11,0.019295728958924806
471,0.7823033707865169,1,24,12,0.019295728958924806
472,0.7823033707865169,1,24,13,0.019295728958924806
473,0.7823033707865169,1,24,14,0.019295728958924806
474,0.7823033707865169,1,24,15,0.019295728958924806
475,0.7823033707865169,1,24,16,0.019295728958924806
476,0.7823033707865169,1,24,17,0.019295728958924806
477,0.7823033707865169,1,24,18,0.019295728958924806
478,0.7823033707865169,1,24,19,0.019295728958924806
479,0.7823033707865169,1,24,20,0.019295728958924806
480,0.7823033707865169,1,25,1,0.019295728958924806
481,0.7823033707865169,1,25,2,0.019295728958924806
482,0.7823033707865169,1,25,3,0.019295728958924806
483,0.7823033707865169,1,25,4,0.019295728958924806
484,0.7823033707865169,1,25,5,0.019295728958924806
485,0.7823033707865169,1,25,6,0.019295728958924806
486,0.7823033707865169,1,25,7,0.019295728958924806
487,0.7823033707865169,1,25,8,0.019295728958924806
488,0.7823033707865169,1,25,9,0.019295728958924806
489,0.7823033707865169,1,25,10,0.019295728958924806
490,0.7823033707865169,1,25,11,0.019295728958924806
491,0.7823033707865169,1,25,12,0.019295728958924806
492,0.7823033707865169,1,25,13,0.019295728958924806
493,0.7823033707865169,1,25,14,0.019295728958924806
494,0.7823033707865169,1,25,15,0.019295728958924806
495,0.7823033707865169,1,25,16,0.019295728958924806
496,0.7823033707865169,1,25,17,0.019295728958924806
497,0.7823033707865169,1,25,18,0.019295728958924806
498,0.7823033707865169,1,25,19,0.019295728958924806
499,0.7823033707865169,1,25,20,0.019295728958924806
500,0.7823033707865169,1,26,1,0.019295728958924806
501,0.7823033707865169,1,26,2,0.019295728958924806
502,0.7823033707865169,1,26,3,0.019295728958924806
503,0.7823033707865169,1,26,4,0.019295728958924806
504,0.7823033707865169,1,26,5,0.019295728958924806
505,0.7823033707865169,1,26,6,0.019295728958924806
506,0.7823033707865169,1,26,7,0.019295728958924806
507,0.7823033707865169,1,26,8,0.019295728958924806
508,0.7823033707865169,1,26,9,0.019295728958924806
509,0.7823033707865169,1,26,10,0.019295728958924806
510,0.7823033707865169,1,26,11,0.019295728958924806
511,0.7823033707865169,1,26,12,0.019295728958924806
512,0.7823033707865169,1,26,13,0.019295728958924806
513,0.7823033707865169,1,26,14,0.019295728958924806
514,0.7823033707865169,1,26,15,0.019295728958924806
515,0.7823033707865169,1,26,16,0.019295728958924806
516,0.7823033707865169,1,26,17,0.019295728958924806
517,0.7823033707865169,1,26,18,0.019295728958924806
518,0.7823033707865169,1,26,19,0.019295728958924806
519,0.7823033707865169,1,26,20,0.019295728958924806
520,0.7823033707865169,1,27,1,0.019295728958924806
521,0.7823033707865169,1,27,2,0.019295728958924806
522,0.7823033707865169,1,27,3,0.019295728958924806
523,0.7823033707865169,1,27,4,0.019295728958924806
524,0.7823033707865169,1,27,5,0.019295728958924806
525,0.7823033707865169,1,27,6,0.019295728958924806
526,0.7823033707865169,1,27,7,0.019295728958924806
527,0.7823033707865169,1,27,8,0.019295728958924806
528,0.7823033707865169,1,27,9,0.019295728958924806
529,0.7823033707865169,1,27,10,0.019295728958924806
530,0.7823033707865169,1,27,11,0.019295728958924806
531,0.7823033707865169,1,27,12,0.019295728958924806
532,0.7823033707865169,1,27,13,0.019295728958924806
533,0.7823033707865169,1,27,14,0.019295728958924806
534,0.7823033707865169,1,27,15,0.019295728958924806
